id_obs,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
95,4041060000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2687091,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.32,-0.43,707,,,,,,2022,,,2022,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2687091,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:39.783Z,,GEODETIC_DATUM_ASSUMED_WGS84
96,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1750606,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.4,707,,,,,,2014-06-06,6,6,2014,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1750606,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.128Z,,GEODETIC_DATUM_ASSUMED_WGS84
97,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542846,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.54,-0.14,707,,,,,,2012-07-12,12,7,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542846,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.978Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
98,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542790,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.45,-0.37,707,,,,,,2012-09-25,25,9,2012,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542790,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.018Z,,GEODETIC_DATUM_ASSUMED_WGS84
99,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542952,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.57,-0.04,707,,,,,,2012-07-11,11,7,2012,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542952,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.019Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
100,4040530000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087226,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.29,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087226,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.800Z,,GEODETIC_DATUM_ASSUMED_WGS84
101,4853730000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2701968,Animalia,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,Heptranchias,Heptranchias perlo,,SPECIES,"Heptranchias perlo (Bonnaterre, 1788)","Heptranchias perlo (Bonnaterre, 1788)","(Bonnaterre, 1788)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.97,0.4,707,,,,,,2019-06-26,26,6,2019,2420586,2420586,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2701968,,J. Guallart Furió,,CC_BY_NC_4_0,,J. Guallart Furió,,native,2026-03-03T21:34:39.804Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
102,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542794,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.52,-0.1,707,,,,,,2012-07-12,12,7,2012,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542794,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.954Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
103,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542798,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.6,-0.04,707,,,,,,2012-07-11,11,7,2012,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542798,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.150Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
104,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542956,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.1,707,,,,,,2012-08-21,21,8,2012,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542956,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.955Z,,GEODETIC_DATUM_ASSUMED_WGS84
105,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542736,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.37,-0.35,707,,,,,,2012-05-08,8,5,2012,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542736,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:13.210Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
106,4040530000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087677,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.28,707,,,,,,2017-10-24,24,10,2017,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087677,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.801Z,,GEODETIC_DATUM_ASSUMED_WGS84
107,1501630000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1776679,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis pastinaca,,SPECIES,"Dasyatis pastinaca (Linnaeus, 1758)","Dasyatis pastinaca (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.83,0.15,707,,,,,,2015-06-09,9,6,2015,2419543,2419543,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1776679,,J. P. Crespo Momiejo,,CC_BY_NC_4_0,,J. P. Crespo Momiejo,,native,2026-03-03T21:34:04.195Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
108,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542842,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.42,-0.38,707,,,,,,2012-09-25,25,9,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542842,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.150Z,,GEODETIC_DATUM_ASSUMED_WGS84
109,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542844,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.47,-0.32,707,,,,,,2012-09-25,25,9,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542844,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.008Z,,GEODETIC_DATUM_ASSUMED_WGS84
110,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853119,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Albufereta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.44,707,,,,,,2015-07-07,7,7,2015,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853119,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.771Z,,GEODETIC_DATUM_ASSUMED_WGS84
111,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542950,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.52,-0.1,707,,,,,,2012-07-12,12,7,2012,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542950,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.106Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
112,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853290,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Albufereta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.44,707,,,,,,2015-07-07,7,7,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853290,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.771Z,,GEODETIC_DATUM_ASSUMED_WGS84
113,4040530000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087721,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Valencia/València,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.34,-0.3,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087721,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.802Z,,GEODETIC_DATUM_ASSUMED_WGS84
114,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1723927,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.79,0.22,707,,,,,,2013-08-06,6,8,2013,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1723927,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.670Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
115,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1720309,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.93,0,707,,,,,,2013-08-22,22,8,2013,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1720309,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:37.720Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
116,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1724205,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.82,0.2,707,,,,,,2013-08-06,6,8,2013,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1724205,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.672Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
117,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1724818,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.94,0.02,707,,,,,,2013-08-07,7,8,2013,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1724818,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.677Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
118,4040530000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2088450,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.35,-0.3,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2088450,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.804Z,,GEODETIC_DATUM_ASSUMED_WGS84
119,1501700000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853084,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Illot de Benidorm,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.14,707,,,,,,2015-06-17,17,6,2015,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853084,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.362Z,,GEODETIC_DATUM_ASSUMED_WGS84
120,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542891,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.33,-0.4,707,,,,,,2012-05-08,8,5,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542891,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.015Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
121,4040570000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2135737,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.51,-0.24,707,,,,,,2018-05-08,8,5,2018,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2135737,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.641Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
122,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1754104,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.62,-0.02,707,,,,,,2014-06-27,27,6,2014,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1754104,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:37.803Z,,GEODETIC_DATUM_ASSUMED_WGS84
123,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853246,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,La Illeta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.44,-0.38,707,,,,,,2015-07-08,8,7,2015,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853246,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.363Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
124,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853190,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,El Albir,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.56,-0.04,707,,,,,,2015-10-07,7,10,2015,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853190,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.345Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
125,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853352,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Illot de Benidorm,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.13,707,,,,,,2015-06-17,17,6,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853352,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.345Z,,GEODETIC_DATUM_ASSUMED_WGS84
126,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542895,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.38,-0.34,707,,,,,,2012-09-25,25,9,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542895,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:37.471Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
127,4040790000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2003040,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.2,707,,,,,,2016-10-07,7,10,2016,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2003040,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.764Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
128,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853136,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Cabo Huertas,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.35,-0.41,707,,,,,,2015-07-07,7,7,2015,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853136,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:13.969Z,,GEODETIC_DATUM_ASSUMED_WGS84
129,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1755945,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.09,707,,,,,,2014-09-12,12,9,2014,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1755945,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.904Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
