id_obs,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
230,4040790000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2005509,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.68,0.14,707,,,,,,2016-10-07,7,10,2016,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2005509,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.285Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
231,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542782,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.2,-0.5,707,,,,,,2012-09-22,22,9,2012,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542782,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:44.272Z,,GEODETIC_DATUM_ASSUMED_WGS84
232,4040790000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2008683,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.13,707,,,,,,2016-10-06,6,10,2016,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2008683,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.997Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
233,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1719480,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.07,-0.65,707,,,,,,2013-07-22,22,7,2013,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1719480,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:35.553Z,,GEODETIC_DATUM_ASSUMED_WGS84
234,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542944,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.38,-0.4,707,,,,,,2012-09-25,25,9,2012,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542944,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:44.272Z,,GEODETIC_DATUM_ASSUMED_WGS84
235,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853342,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,La Illeta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.43,-0.38,707,,,,,,2015-07-08,8,7,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853342,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.129Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
236,4040510000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2084078,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.66,0.12,707,,,,,,2017-07-20,20,7,2017,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2084078,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.177Z,,GEODETIC_DATUM_ASSUMED_WGS84
237,4040500000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2081457,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.63,0.06,707,,,,,,2017-07-21,21,7,2017,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2081457,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.492Z,,GEODETIC_DATUM_ASSUMED_WGS84
238,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1722323,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.95,-0.67,707,,,,,,2013-07-17,17,7,2013,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1722323,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.053Z,,GEODETIC_DATUM_ASSUMED_WGS84
239,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853297,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Albufereta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.44,707,,,,,,2015-07-07,7,7,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853297,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:45.811Z,,GEODETIC_DATUM_ASSUMED_WGS84
240,4040500000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2082348,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.66,0.12,707,,,,,,2017-07-20,20,7,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2082348,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.494Z,,GEODETIC_DATUM_ASSUMED_WGS84
241,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1722936,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38,-0.63,707,,,,,,2013-07-17,17,7,2013,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1722936,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.055Z,,GEODETIC_DATUM_ASSUMED_WGS84
242,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2003107,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.2,707,,,,,,2016-10-07,7,10,2016,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2003107,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.998Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
243,4040850000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087001,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.31,-0.28,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087001,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.403Z,,GEODETIC_DATUM_ASSUMED_WGS84
244,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2008508,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.2,707,,,,,,2016-10-07,7,10,2016,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2008508,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.003Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
245,4040850000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087452,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.28,707,,,,,,2017-10-24,24,10,2017,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087452,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.406Z,,GEODETIC_DATUM_ASSUMED_WGS84
246,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1751109,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.4,707,,,,,,2014-06-06,6,6,2014,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1751109,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.042Z,,GEODETIC_DATUM_ASSUMED_WGS84
247,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853181,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,El Mascarat,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.63,0.03,707,,,,,,2015-06-17,17,6,2015,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853181,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.011Z,,GEODETIC_DATUM_ASSUMED_WGS84
248,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1723050,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.01,-0.63,707,,,,,,2013-07-17,17,7,2013,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1723050,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:03.940Z,,GEODETIC_DATUM_ASSUMED_WGS84
249,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853299,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,40.17,0.21,707,,,,,,2015-09-23,23,9,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853299,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.011Z,,GEODETIC_DATUM_ASSUMED_WGS84
250,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853341,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,La Illeta,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.44,-0.38,707,,,,,,2015-07-08,8,7,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853341,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:45.811Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
251,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1751068,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.4,707,,,,,,2014-06-06,6,6,2014,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1751068,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:13.787Z,,GEODETIC_DATUM_ASSUMED_WGS84
252,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853191,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,El Albir,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.56,-0.04,707,,,,,,2015-10-07,7,10,2015,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853191,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.350Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
253,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853353,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Illot de Benidorm,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.13,707,,,,,,2015-06-17,17,6,2015,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853353,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.350Z,,GEODETIC_DATUM_ASSUMED_WGS84
254,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1720031,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.88,-0.02,707,,,,,,2013-08-22,22,8,2013,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1720031,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.006Z,,GEODETIC_DATUM_ASSUMED_WGS84
255,4040560000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2137989,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.9,-0.73,707,,,,,,2018-06-20,20,6,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2137989,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.372Z,,GEODETIC_DATUM_ASSUMED_WGS84
256,4040560000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2141993,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.14,707,,,,,,2018-08-02,2,8,2018,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2141993,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.401Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
257,4040580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2151299,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.59,-0.02,707,,,,,,2018-06-27,27,6,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2151299,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.419Z,,GEODETIC_DATUM_ASSUMED_WGS84
258,4040910000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2146654,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.6,-0.01,707,,,,,,2018-06-27,27,6,2018,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2146654,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.553Z,,GEODETIC_DATUM_ASSUMED_WGS84
259,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542738,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.4,-0.34,707,,,,,,2012-09-25,25,9,2012,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542738,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:13.057Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
260,4040900000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2146816,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.6,0.01,707,,,,,,2018-06-27,27,6,2018,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2146816,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.554Z,,GEODETIC_DATUM_ASSUMED_WGS84
261,1501700000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853089,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,Illot de Benidorm,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.13,707,,,,,,2015-06-17,17,6,2015,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853089,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.363Z,,GEODETIC_DATUM_ASSUMED_WGS84
262,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542796,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.57,-0.04,707,,,,,,2012-07-11,11,7,2012,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542796,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.953Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
263,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542840,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.38,-0.41,707,,,,,,2012-09-25,25,9,2012,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542840,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.953Z,,GEODETIC_DATUM_ASSUMED_WGS84
264,1501710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1853133,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,40.16,0.25,707,,,,,,2015-09-23,23,9,2015,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1853133,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.363Z,,GEODETIC_DATUM_ASSUMED_WGS84
265,1501410000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1542958,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.11,707,,,,,,2012-08-21,21,8,2012,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1542958,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:02.953Z,,GEODETIC_DATUM_ASSUMED_WGS84
