id_obs,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1860,5059280000,01f868e3-be61-436a-a94a-07e7c9e63796,1_160_12-4-2014_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2014-04-12,12,4,2014,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.897Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1861,5059780000,01f868e3-be61-436a-a94a-07e7c9e63796,6_478_28-11-2018_flesh,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,51.76,3.85,,,,,0,1,2018-11-28,28,11,2018,5185453,5185453,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.488Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COORDINATE_UNCERTAINTY_METERS_INVALID;FOOTPRINT_WKT_MISMATCH
1862,5059260000,01f868e3-be61-436a-a94a-07e7c9e63796,1_120_18-7-2015_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2015-07-18,18,7,2015,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.338Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1863,5058800000,01f868e3-be61-436a-a94a-07e7c9e63796,5_61_13-5-2010_dead,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.78,4.67,1482,,,,0,1,2010-05-13,13,5,2010,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.835Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1864,5059280000,01f868e3-be61-436a-a94a-07e7c9e63796,1_160_25-6-2018_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2018-06-25,25,6,2018,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.897Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1865,5059490000,01f868e3-be61-436a-a94a-07e7c9e63796,6_160_31-5-2010_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,51.76,3.85,,,,,0,1,2010-05-31,31,5,2010,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.447Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COORDINATE_UNCERTAINTY_METERS_INVALID;FOOTPRINT_WKT_MISMATCH
1866,5059330000,01f868e3-be61-436a-a94a-07e7c9e63796,1_478_18-5-2013_flesh,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2013-05-18,18,5,2013,5185453,5185453,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.388Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1867,5059070000,01f868e3-be61-436a-a94a-07e7c9e63796,2_61_25-7-2021_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.07,4.22,494,,,,0,1,2021-07-25,25,7,2021,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.975Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1868,5059390000,01f868e3-be61-436a-a94a-07e7c9e63796,2_478_24-7-2017_flesh,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.07,4.22,494,,,,0,1,2017-07-24,24,7,2017,5185453,5185453,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.869Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1869,5059550000,01f868e3-be61-436a-a94a-07e7c9e63796,8_120_10-8-2011_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.72,4.64,470,,,,0,1,2011-08-10,10,8,2011,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.434Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1870,5059550000,01f868e3-be61-436a-a94a-07e7c9e63796,8_484_17-6-2020_flesh,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Cylista,Cylista troglodytes,,SPECIES,"Cylista troglodytes (Price, 1847)",Cylista troglodytes,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.72,4.64,470,,,,0,1,2020-06-17,17,6,2020,5184338,5184338,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.428Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1871,5059070000,01f868e3-be61-436a-a94a-07e7c9e63796,2_61_30-5-2021_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.07,4.22,494,,,,0,1,2021-05-30,30,5,2021,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.976Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1872,5059410000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_28-7-2019_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2019-07-28,28,7,2019,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.518Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1873,5059580000,01f868e3-be61-436a-a94a-07e7c9e63796,1_120_18-11-2012_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2012-11-18,18,11,2012,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.550Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1874,5058770000,01f868e3-be61-436a-a94a-07e7c9e63796,4_61_4-4-2020_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2020-04-04,4,4,2020,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.537Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1875,5059090000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_1-9-2012_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2012-09-01,1,9,2012,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.904Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1876,5059410000,01f868e3-be61-436a-a94a-07e7c9e63796,4_160_13-7-2019_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2019-07-13,13,7,2019,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.519Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1877,5059040000,01f868e3-be61-436a-a94a-07e7c9e63796,1_550_6-2-2012_flesh,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura larynx,,SPECIES,"Ectopleura larynx (Ellis & Solander, 1786)",Ectopleura larynx,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2012-02-06,6,2,2012,2265665,2265665,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.883Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1878,5059430000,01f868e3-be61-436a-a94a-07e7c9e63796,4_478_15-9-2013_flesh,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2013-09-15,15,9,2013,5185453,5185453,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.809Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1879,5059090000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_8-3-2020_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2020-03-08,8,3,2020,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:37.005Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1880,5059100000,01f868e3-be61-436a-a94a-07e7c9e63796,4_160_1-6-2019_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2019-06-01,1,6,2019,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.382Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1881,5059430000,01f868e3-be61-436a-a94a-07e7c9e63796,4_550_28-9-2012_flesh,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura larynx,,SPECIES,"Ectopleura larynx (Ellis & Solander, 1786)",Ectopleura larynx,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2012-09-28,28,9,2012,2265665,2265665,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.810Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1882,5059030000,01f868e3-be61-436a-a94a-07e7c9e63796,1_549_1-8-2015_flesh,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,Tubularia indivisa,,SPECIES,"Tubularia indivisa Linnaeus, 1758",Tubularia indivisa,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2015-08-01,1,8,2015,5185603,5185603,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.895Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1883,5059140000,01f868e3-be61-436a-a94a-07e7c9e63796,5_120_9-11-2010_dead,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.78,4.67,1482,,,,0,1,2010-11-09,9,11,2010,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.318Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1884,5058770000,01f868e3-be61-436a-a94a-07e7c9e63796,5_160_4-7-2011_dead,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea lamarckii,,SPECIES,"Cyanea lamarckii Péron & Lesueur, 1810",Cyanea lamarckii,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.78,4.67,1482,,,,0,1,2011-07-04,4,7,2011,5720764,5720764,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.578Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1885,5058980000,01f868e3-be61-436a-a94a-07e7c9e63796,1_484_9-9-2018_flesh,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Cylista,Cylista troglodytes,,SPECIES,"Cylista troglodytes (Price, 1847)",Cylista troglodytes,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2018-09-09,9,9,2018,5184338,5184338,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.876Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1886,5059560000,01f868e3-be61-436a-a94a-07e7c9e63796,8_484_15-6-2011_flesh,Animalia,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Cylista,Cylista troglodytes,,SPECIES,"Cylista troglodytes (Price, 1847)",Cylista troglodytes,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.72,4.64,470,,,,0,1,2011-06-15,15,6,2011,5184338,5184338,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.541Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1887,5059400000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_24-8-2019_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2019-08-24,24,8,2019,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.916Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1888,5059410000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_14-7-2012_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2012-07-14,14,7,2012,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:38.923Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1889,5059180000,01f868e3-be61-436a-a94a-07e7c9e63796,5_61_10-6-2021_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.78,4.67,1482,,,,0,1,2021-06-10,10,6,2021,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.401Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1890,5058770000,01f868e3-be61-436a-a94a-07e7c9e63796,4_61_7-5-2017_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2017-05-07,7,5,2017,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.648Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1891,5059040000,01f868e3-be61-436a-a94a-07e7c9e63796,1_61_15-6-2014_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2014-06-15,15,6,2014,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.926Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1892,5058820000,01f868e3-be61-436a-a94a-07e7c9e63796,6_61_4-7-2015_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,51.76,3.85,,,,,0,1,2015-07-04,4,7,2015,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.720Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COORDINATE_UNCERTAINTY_METERS_INVALID;FOOTPRINT_WKT_MISMATCH
1893,5059690000,01f868e3-be61-436a-a94a-07e7c9e63796,4_120_28-12-2016_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)",Chrysaora hysoscella,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,53.03,4.71,994,,,,0,1,2016-12-28,28,12,2016,5185425,5185425,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:39.462Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1894,5058800000,01f868e3-be61-436a-a94a-07e7c9e63796,5_61_3-7-2014_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.78,4.67,1482,,,,0,1,2014-07-03,3,7,2014,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.785Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
1895,5058830000,01f868e3-be61-436a-a94a-07e7c9e63796,7_61_7-7-2013_flesh,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,,SPECIES,"Aurelia aurita (Linnaeus, 1758)",Aurelia aurita,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.45,4.56,,,,,0,1,2013-07-07,7,7,2013,2264442,2264442,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:36.830Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COORDINATE_UNCERTAINTY_METERS_INVALID;FOOTPRINT_WKT_MISMATCH
1896,5059040000,01f868e3-be61-436a-a94a-07e7c9e63796,1_550_2-1-2016_flesh,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura larynx,,SPECIES,"Ectopleura larynx (Ellis & Solander, 1786)",Ectopleura larynx,,NL,,,PRESENT,,9e40c6d1-3bde-4617-83e9-d4b2bdbd5a2f,52.23,4.41,1956,,,,0,1,2016-01-02,2,1,2016,2265665,2265665,HUMAN_OBSERVATION,ANEMOON,,,,,,CC_BY_4_0,,,,,2026-02-26T14:39:37.047Z,,COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
