id_obs,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1,4040990000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:350564,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia pluma,,SPECIES,"Aglaophenia pluma (Linnaeus, 1758)",Aglaophenia pluma,,ES,Playa de la Granadella,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.21,707,,,,,,2017-10-18,18,10,2017,2267393,2267393,HUMAN_OBSERVATION,BDBCV,BDBCV-General,350564,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:41.807Z,,GEODETIC_DATUM_ASSUMED_WGS84
2,4040450000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:350565,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,Exaiptasia diaphana,,SPECIES,"Exaiptasia diaphana (Rapp, 1829)","Exaiptasia diaphana (Rapp, 1829)","(Rapp, 1829)",ES,Playa de la Granadella,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.21,707,,,,,,2017-10-18,18,10,2017,10638056,10638056,HUMAN_OBSERVATION,BDBCV,BDBCV-General,350565,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:41.916Z,,GEODETIC_DATUM_ASSUMED_WGS84
3,4040770000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2010283,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,Pelagia noctiluca,,SPECIES,"Pelagia noctiluca (Forsskål, 1775)",Pelagia noctiluca,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.76,-0.16,707,,,,,,2016-08-25,25,8,2016,2264423,2264423,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2010283,,Ayuntamiento de Xilxes,,CC_BY_NC_4_0,,Ayuntamiento de Xilxes,,native,2026-03-03T21:34:38.304Z,,GEODETIC_DATUM_ASSUMED_WGS84
4,4040840000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2139909,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Pennatulidae,Pennatula,Pennatula phosphorea,,SPECIES,"Pennatula phosphorea Linnaeus, 1758","Pennatula phosphorea Linnaeus, 1758","Linnaeus, 1758",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.95,-0.7,707,,,,,,2018-06-20,20,6,2018,2258697,2258697,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2139909,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.448Z,,GEODETIC_DATUM_ASSUMED_WGS84
5,4040840000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2143094,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Tridentata,Tridentata perpusilla,,SPECIES,"Tridentata perpusilla (Stechow, 1919)","Tridentata perpusilla (Stechow, 1919)","(Stechow, 1919)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.89,-0.74,707,,,,,,2018-06-20,20,6,2018,11360452,11360452,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2143094,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.457Z,,GEODETIC_DATUM_ASSUMED_WGS84
6,4040840000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2144480,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Monotheca,Monotheca obliqua,,SPECIES,"Plumularia obliqua (Johnston, 1847)","Plumularia obliqua (Thompson, 1844)","(Thompson, 1844)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.53,-0.14,707,,,,,,2018-08-02,2,8,2018,2266999,5185801,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2144480,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.461Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
7,4040840000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2075033,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,Cap de la Nao,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.74,0.23,707,,,,,,2017-10-20,20,10,2017,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2075033,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:46.628Z,,GEODETIC_DATUM_ASSUMED_WGS84
8,4040850000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2085609,Animalia,Cnidaria,Anthozoa,,Cerianthidae,Cerianthus,Cerianthus membranaceus,,SPECIES,"Cerianthus membranaceus (Gmelin, 1791)",Cerianthus membranaceus,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.65,0.1,707,,,,,,2017-07-21,21,7,2017,5841862,5841862,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2085609,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.636Z,,GEODETIC_DATUM_ASSUMED_WGS84
9,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1719911,Animalia,Cnidaria,Anthozoa,,Cerianthidae,Cerianthus,Cerianthus membranaceus,,SPECIES,"Cerianthus membranaceus (Gmelin, 1791)",Cerianthus membranaceus,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.11,707,,,,,,2013-08-22,22,8,2013,5841862,5841862,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1719911,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.099Z,,GEODETIC_DATUM_ASSUMED_WGS84
10,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2513353,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,Pelagia noctiluca,,SPECIES,"Pelagia noctiluca (Forsskål, 1775)",Pelagia noctiluca,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.71,0.17,707,,,,,,2021-08-13,13,8,2021,2264423,2264423,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2513353,,Servicio de Socorrismo,,CC_BY_NC_4_0,,Servicio de Socorrismo,,native,2026-03-03T21:34:39.432Z,,GEODETIC_DATUM_ASSUMED_WGS84
11,4040920000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2514857,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Tridentata,Tridentata perpusilla,,SPECIES,"Tridentata perpusilla (Stechow, 1919)","Tridentata perpusilla (Stechow, 1919)","(Stechow, 1919)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.09,707,,,,,,2021-07-22,22,7,2021,11360452,11360452,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2514857,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:39.433Z,,GEODETIC_DATUM_ASSUMED_WGS84
12,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2100389,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.84,0.16,707,,,,,,2018-05-22,22,5,2018,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2100389,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.349Z,,GEODETIC_DATUM_ASSUMED_WGS84
13,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1721099,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactis,Calliactis palliata,,SPECIES,"Calliactis palliata (Fabricius, 1779)","Calliactis palliata (Müller, 1776)","(Müller, 1776)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.13,-0.14,707,,,,,,2013-07-22,22,7,2013,12192601,12192601,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1721099,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.103Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
14,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1723538,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia acacia,,SPECIES,"Aglaophenia acacia Allman, 1883",Aglaophenia acacia,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.78,0.23,707,,,,,,2013-08-06,6,8,2013,2267418,2267418,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1723538,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.112Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
15,1500740000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:365766,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia pluma,,SPECIES,"Aglaophenia pluma (Linnaeus, 1758)",Aglaophenia pluma,,ES,,Castellón/Castelló,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,40.3,0.33,707,,,,,,2019-05-09,9,5,2019,2267393,2267393,HUMAN_OBSERVATION,BDBCV,BDBCV-General,365766,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:41.855Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
16,4040440000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:16863,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,Illa del Portitxol,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.75,0.23,707,,,,,,2017-06-23,23,6,2017,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,16863,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:07.993Z,,GEODETIC_DATUM_ASSUMED_WGS84
17,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1751159,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Monotheca,Monotheca obliqua,,SPECIES,"Plumularia obliqua (Johnston, 1847)","Plumularia obliqua (Thompson, 1844)","(Thompson, 1844)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.45,-0.34,707,,,,,,2014-07-08,8,7,2014,2266999,5185801,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1751159,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.175Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
18,4853710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2738438,Animalia,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia,Exaiptasia diaphana,,SPECIES,"Exaiptasia diaphana (Rapp, 1829)","Exaiptasia diaphana (Rapp, 1829)","(Rapp, 1829)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.23,707,,,,,,2023-10-04,4,10,2023,10638056,10638056,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2738438,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:40.456Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
19,4040550000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2126050,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia,Physalia physalis,,SPECIES,"Physalia physalis (Linnaeus, 1758)",Physalia physalis,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.38,-0.32,707,,,,,,2018-06-27,27,6,2018,2264734,2264734,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2126050,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.547Z,,GEODETIC_DATUM_ASSUMED_WGS84
20,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1752545,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Monotheca,Monotheca obliqua,,SPECIES,"Plumularia obliqua (Johnston, 1847)","Plumularia obliqua (Thompson, 1844)","(Thompson, 1844)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.52,-0.16,707,,,,,,2014-07-17,17,7,2014,2266999,5185801,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1752545,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.177Z,,GEODETIC_DATUM_ASSUMED_WGS84
21,4040780000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:266591,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Oculina,Oculina patagonica,,SPECIES,"Oculina patagonica de Angelis D'Ossat, 1908",Oculina patagonica de Angelis 1908,de Angelis 1908,ES,Isla del Descubridor,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.22,707,,,,,,2017-10-20,20,10,2017,5184825,5184825,HUMAN_OBSERVATION,BDBCV,BDBCV-General,266591,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:30.153Z,,GEODETIC_DATUM_ASSUMED_WGS84
22,4040750000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:366659,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,Playa de la Granadella,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.21,707,,,,,,2017-10-18,18,10,2017,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,366659,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:30.161Z,,GEODETIC_DATUM_ASSUMED_WGS84
23,4040740000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2010280,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.76,-0.16,707,,,,,,2016-08-15,15,8,2016,5185453,5185453,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2010280,,Ayuntamiento de Xilxes,,CC_BY_NC_4_0,,Ayuntamiento de Xilxes,,native,2026-03-03T21:34:38.169Z,,GEODETIC_DATUM_ASSUMED_WGS84
24,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2126054,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,Chrysaora hysoscella,,SPECIES,"Chrysaora hysoscella (Linnaeus, 1767)","Chrysaora hysoscella (Linnaeus, 1766)","(Linnaeus, 1766)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.66,0.09,707,,,,,,2018-06-30,30,6,2018,5185425,5185425,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2126054,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.712Z,,GEODETIC_DATUM_ASSUMED_WGS84
25,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2513352,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,Pelagia noctiluca,,SPECIES,"Pelagia noctiluca (Forsskål, 1775)",Pelagia noctiluca,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.71,0.17,707,,,,,,2021-08-12,12,8,2021,2264423,2264423,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2513352,,Servicio de Socorrismo,,CC_BY_NC_4_0,,Servicio de Socorrismo,,native,2026-03-03T21:34:32.067Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
26,4853720000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2684957,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Rhizostomatidae,Rhizostoma,Rhizostoma pulmo,,SPECIES,"Rhizostoma pulmo (Macri, 1778)",Rhizostoma pulmo,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.38,-0.32,707,,,,,,2022,,,2022,5185453,5185453,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2684957,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:31.713Z,,GEODETIC_DATUM_ASSUMED_WGS84
27,4040710000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2281010,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.84,0.14,707,,,,,,2019-03,,3,2019,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2281010,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.839Z,,GEODETIC_DATUM_ASSUMED_WGS84
28,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2514900,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia harpago,,SPECIES,"Aglaophenia harpago Schenck, 1965","Aglaophenia harpago VonSchenk,1963","VonSchenk,1963",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.09,707,,,,,,2021-07-22,22,7,2021,2267374,2267374,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2514900,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:32.069Z,,GEODETIC_DATUM_ASSUMED_WGS84
29,4041090000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2282190,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactis,Calliactis palliata,,SPECIES,"Calliactis palliata (Fabricius, 1779)","Calliactis palliata (Müller, 1776)","(Müller, 1776)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.11,707,,,,,,2019-06,,6,2019,12192601,12192601,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2282190,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.839Z,,GEODETIC_DATUM_ASSUMED_WGS84
30,4988470000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2786318,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella,Velella velella,,SPECIES,"Velella velella (Linnaeus, 1758)",Velella velella,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.27,-0.27,707,,,,,,2016-05-11,11,5,2016,2265793,2265793,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2786318,,J. Guallart Furió,,CC_BY_NC_4_0,,J. Guallart Furió,,native,2026-03-03T21:34:40.539Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
31,4041020000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2280620,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia pluma,,SPECIES,"Aglaophenia pluma (Linnaeus, 1758)",Aglaophenia pluma,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.86,0.04,707,,,,,,2019-06,,6,2019,2267393,2267393,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2280620,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.181Z,,GEODETIC_DATUM_ASSUMED_WGS84
32,4040730000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2687417,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Tridentata,Tridentata perpusilla,,SPECIES,"Tridentata perpusilla (Stechow, 1919)","Tridentata perpusilla (Stechow, 1919)","(Stechow, 1919)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.71,0.17,707,,,,,,2022,,,2022,11360452,11360452,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2687417,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:40.384Z,,GEODETIC_DATUM_ASSUMED_WGS84
33,4040810000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2063726,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Pelagia,Pelagia noctiluca,,SPECIES,"Pelagia noctiluca (Forsskål, 1775)",Pelagia noctiluca,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.76,-0.16,707,,,,,,2017-06-30,30,6,2017,2264423,2264423,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2063726,,Ayuntamiento de Xilxes,,CC_BY_NC_4_0,,Ayuntamiento de Xilxes,,native,2026-03-03T21:34:38.440Z,,GEODETIC_DATUM_ASSUMED_WGS84
34,4041020000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2281016,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,,SPECIES,"Anemonia sulcata (Pennant, 1777)","Anemonia sulcata Forskål, 1775","Forskål, 1775",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.85,0.11,707,,,,,,2019-06,,6,2019,2256631,2256631,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2281016,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.181Z,,GEODETIC_DATUM_ASSUMED_WGS84
35,4041040000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2282196,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactis,Calliactis palliata,,SPECIES,"Calliactis palliata (Fabricius, 1779)","Calliactis palliata (Müller, 1776)","(Müller, 1776)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.02,707,,,,,,2019-06,,6,2019,12192601,12192601,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2282196,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.183Z,,GEODETIC_DATUM_ASSUMED_WGS84
36,4988510000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2801644,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Eunicellidae,Eunicella,Eunicella singularis,,SPECIES,"Eunicella singularis (Esper, 1791)",Eunicella singularis,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.36,-0.3,707,,,,,,2024-05-29,29,5,2024,2263955,2263955,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2801644,,Fundación Oceanogràfic,,CC_BY_NC_4_0,,Fundación Oceanogràfic,,native,2026-03-03T21:34:40.561Z,,GEODETIC_DATUM_ASSUMED_WGS84
37,4040570000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2142090,Animalia,Cnidaria,Anthozoa,,Cerianthidae,Cerianthus,Cerianthus membranaceus,,SPECIES,"Cerianthus membranaceus (Gmelin, 1791)",Cerianthus membranaceus,,ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.14,707,,,,,,2018-08-02,2,8,2018,5841862,5841862,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2142090,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:38.655Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
