"distance_port_min","distance_infra_min","phylum"
10.037225,0.022323,Arthropoda
11.277226,0.098132,Arthropoda
8.114228,0.094821,Arthropoda
10.635392,0.376670,Arthropoda
15.765272,0.542936,Arthropoda
10.635392,0.376670,Arthropoda
5.536755,0.002567,Arthropoda
19.279309,0.276649,Arthropoda
9.227156,0.004334,Arthropoda
7.880817,0.005958,Arthropoda
0.703500,0.291578,Arthropoda
27.264859,2.035745,Arthropoda
0.627339,0.363515,Arthropoda
14.732444,0.073331,Arthropoda
0.626896,0.438553,Arthropoda
16.609443,1.460002,Arthropoda
8.617738,0.090124,Arthropoda
0.639158,0.453995,Arthropoda
4.772037,0.422113,Cnidaria
28.414187,0.034723,Arthropoda
15.454325,0.291865,Arthropoda
9.465696,0.001750,Arthropoda
3.757487,0.185243,Cnidaria
6.057600,0.133786,Arthropoda
27.794512,1.941696,Arthropoda
4.699507,0.487610,Cnidaria
0.557899,0.446969,Arthropoda
13.082146,0.511097,Arthropoda
4.834258,0.386371,Cnidaria
0.626234,0.407162,Arthropoda
28.334434,0.003513,Arthropoda
8.098933,0.052629,Arthropoda
0.570155,0.402109,Arthropoda
5.094515,0.018669,Cnidaria
10.402694,0.059284,Arthropoda
4.720255,0.492596,Cnidaria
8.120572,0.082010,Arthropoda
3.754540,0.219736,Cnidaria
0.698190,0.224130,Arthropoda
21.348357,0.223440,Arthropoda
14.657480,0.023132,Arthropoda
6.954913,0.253808,Arthropoda
21.305844,0.190702,Arthropoda
0.695467,0.386115,Arthropoda
2.542369,0.022512,Arthropoda
15.440300,0.277648,Arthropoda
8.297198,0.038699,Arthropoda
14.732444,0.073331,Arthropoda
8.631286,0.494358,Arthropoda
6.547784,0.347401,Arthropoda
28.392555,0.014112,Arthropoda
10.171442,0.008432,Arthropoda
0.582010,0.459813,Arthropoda
4.714250,0.500977,Cnidaria
8.455038,0.004423,Arthropoda
14.071786,0.365293,Arthropoda
0.582010,0.459813,Arthropoda
7.104735,0.003769,Arthropoda
4.730659,0.456163,Cnidaria
9.812934,0.005744,Arthropoda
8.003114,0.127238,Arthropoda
5.218397,0.151174,Cnidaria
6.102373,0.683643,Arthropoda
0.661866,0.237529,Arthropoda
8.003114,0.127238,Arthropoda
5.530013,0.628862,Cnidaria
6.078950,0.164249,Arthropoda
31.948060,3.574370,Arthropoda
0.661334,0.253768,Arthropoda
3.925387,0.164760,Cnidaria
8.211354,0.149946,Arthropoda
7.808277,0.016877,Arthropoda
10.127358,0.094941,Arthropoda
4.902360,0.314707,Cnidaria
8.305260,0.026279,Arthropoda
5.094515,0.018669,Cnidaria
0.776242,0.377412,Arthropoda
10.103932,0.052420,Arthropoda
5.612089,0.164822,Arthropoda
5.111249,0.072199,Cnidaria
15.108769,0.060289,Arthropoda
5.572464,0.692893,Cnidaria
27.590757,1.822426,Arthropoda
21.304376,0.191088,Arthropoda
4.840279,0.377565,Cnidaria
0.649188,0.322110,Arthropoda
7.408032,0.169480,Arthropoda
5.092760,0.046380,Cnidaria
14.257148,0.543666,Arthropoda
3.925387,0.164760,Cnidaria
7.642591,0.098264,Arthropoda
8.211354,0.149946,Arthropoda
5.528275,0.635121,Cnidaria
1.798503,0.227239,Arthropoda
8.223460,0.165898,Arthropoda
28.614596,0.245070,Arthropoda
8.196877,0.022538,Arthropoda
4.746591,0.442593,Cnidaria
2.585200,0.047521,Arthropoda
3.744800,0.207219,Cnidaria
15.108769,0.060289,Arthropoda
26.880583,2.471760,Arthropoda
9.572627,0.254673,Arthropoda
4.772037,0.422113,Cnidaria
26.932247,1.421667,Arthropoda
5.172389,0.149509,Cnidaria
28.435723,1.865869,Arthropoda
7.555868,0.005121,Arthropoda
5.230515,0.152647,Cnidaria
14.074300,0.359230,Arthropoda
5.348151,0.313367,Cnidaria
5.571271,0.025899,Arthropoda
22.047363,0.486839,Arthropoda
5.290098,0.004048,Arthropoda
5.148197,0.077828,Cnidaria
9.012301,0.159107,Arthropoda
19.646084,0.562005,Arthropoda
4.012402,0.259314,Cnidaria
28.359284,0.020400,Arthropoda
5.096446,0.024020,Cnidaria
5.162904,0.066288,Cnidaria
14.688494,0.102594,Arthropoda
5.313508,0.341844,Cnidaria
8.172921,0.027665,Arthropoda
7.795239,0.107414,Arthropoda
3.706210,0.285234,Cnidaria
4.291833,0.555128,Cnidaria
5.162675,0.144896,Cnidaria
30.501928,2.389693,Arthropoda
3.925387,0.164760,Cnidaria
14.482066,0.050453,Arthropoda
4.256946,0.538358,Cnidaria
5.110920,0.028703,Cnidaria
5.192256,0.199173,Cnidaria
15.150994,0.004236,Arthropoda
5.051180,0.153954,Cnidaria
24.856911,0.423893,Arthropoda
5.089812,0.037735,Cnidaria
5.110920,0.028703,Cnidaria
10.154883,0.002184,Arthropoda
4.792251,0.427111,Cnidaria
5.113602,0.033366,Cnidaria
5.038900,0.172500,Cnidaria
14.871446,0.193948,Arthropoda
4.812267,0.404783,Cnidaria
24.515308,0.924854,Arthropoda
5.110920,0.028703,Cnidaria
10.274339,0.063411,Arthropoda
5.160383,0.074193,Cnidaria
9.354976,0.008150,Arthropoda
21.039047,0.853000,Arthropoda
29.626447,1.666561,Arthropoda
5.148197,0.077828,Cnidaria
4.866375,0.346489,Cnidaria
22.047363,0.486839,Arthropoda
5.223748,0.208407,Cnidaria
14.131088,0.138852,Arthropoda
9.465696,0.001750,Arthropoda
5.099457,0.105989,Cnidaria
22.702412,0.030534,Arthropoda
4.199920,0.512857,Cnidaria
7.797532,0.007966,Arthropoda
5.590540,0.714792,Cnidaria
27.437967,1.966514,Arthropoda
20.202929,0.984275,Arthropoda
15.242102,0.114896,Arthropoda
16.650916,1.459988,Arthropoda
5.845580,0.446081,Arthropoda
14.833058,0.106113,Arthropoda
7.648688,0.155118,Arthropoda
8.174719,0.039647,Arthropoda
8.210846,0.909084,Arthropoda
27.967033,0.540815,Arthropoda
24.118068,0.800909,Arthropoda
16.444421,0.102863,Arthropoda
14.071786,0.365293,Arthropoda
2.354629,0.198994,Arthropoda
23.357117,0.411572,Arthropoda
10.009624,0.033973,Arthropoda
16.314180,0.318982,Arthropoda
21.323348,0.887444,Arthropoda
27.602845,1.789339,Arthropoda
28.325307,0.015055,Arthropoda
24.857642,0.422912,Arthropoda
7.791565,0.010383,Arthropoda
6.445674,0.169816,Arthropoda
27.432003,1.978083,Arthropoda
21.003947,0.983882,Arthropoda
9.565497,0.004924,Arthropoda
20.803516,0.526258,Arthropoda
26.473907,2.223497,Arthropoda
7.988328,0.115816,Arthropoda
23.982115,0.591158,Arthropoda
7.648688,0.155118,Arthropoda
7.795702,0.003690,Arthropoda
22.264775,0.427884,Arthropoda
28.454533,2.019537,Arthropoda
19.921923,0.939570,Arthropoda
27.219662,3.617656,Arthropoda
27.972548,0.529757,Arthropoda
5.015816,0.144236,Arthropoda
27.804594,1.275584,Arthropoda
14.077842,0.366866,Arthropoda
2.354629,0.198994,Arthropoda
21.041063,0.778169,Arthropoda
21.119871,0.868221,Arthropoda
4.199920,0.512857,Cnidaria
6.997147,0.182008,Arthropoda
28.384721,0.006944,Arthropoda
4.730659,0.456163,Cnidaria
28.334330,0.001272,Arthropoda
8.617738,0.090124,Arthropoda
19.098549,0.163451,Arthropoda
5.021389,0.176603,Cnidaria
10.402694,0.059284,Arthropoda
7.632508,0.087042,Arthropoda
14.413833,0.107897,Arthropoda
15.538987,0.382742,Arthropoda
6.547784,0.347401,Arthropoda
7.788408,0.003154,Arthropoda
9.004000,0.486640,Arthropoda
11.024171,0.343345,Arthropoda
15.800354,0.379190,Arthropoda
2.354629,0.198994,Arthropoda
6.102373,0.683643,Arthropoda
21.326292,0.265662,Arthropoda
9.409246,0.474914,Arthropoda
5.635644,0.442930,Arthropoda
23.959166,0.715751,Arthropoda
10.468107,0.017619,Arthropoda
11.370131,0.191102,Arthropoda
15.145345,0.008037,Arthropoda
8.848077,0.390633,Arthropoda
5.635644,0.442930,Arthropoda
2.597395,0.044789,Arthropoda
7.881376,0.323038,Arthropoda
23.957380,0.716603,Arthropoda
14.519377,0.006313,Arthropoda
5.233483,0.214922,Cnidaria
8.941340,0.131426,Arthropoda
15.555282,0.407320,Arthropoda
5.637834,0.455019,Arthropoda
10.489033,0.058673,Arthropoda
23.337456,0.361354,Arthropoda
3.925387,0.164760,Cnidaria
34.445078,2.408961,Arthropoda
6.598436,0.463893,Arthropoda
2.597395,0.044789,Arthropoda
14.742304,0.072787,Arthropoda
7.039369,0.173837,Arthropoda
18.678643,0.330828,Arthropoda
5.635644,0.442930,Arthropoda
5.590540,0.714792,Cnidaria
30.576219,2.363565,Arthropoda
27.133135,1.388768,Arthropoda
17.933755,1.377718,Arthropoda
5.136021,0.083724,Cnidaria
10.389431,0.115021,Arthropoda
14.573076,0.202621,Arthropoda
40.537739,5.666574,Arthropoda
9.227445,0.002981,Arthropoda
5.635644,0.442930,Arthropoda
9.465416,0.004335,Arthropoda
8.203911,0.929309,Arthropoda
8.193518,0.003988,Arthropoda
13.087227,0.508534,Arthropoda
27.795452,2.412195,Arthropoda
27.567476,1.955783,Arthropoda
16.249079,2.111578,Arthropoda
2.354629,0.198994,Arthropoda
8.208372,0.156405,Arthropoda
10.655646,0.176540,Arthropoda
5.348151,0.313367,Cnidaria
9.514665,0.327847,Arthropoda
5.230515,0.152647,Cnidaria
23.957522,0.716515,Arthropoda
4.965236,0.231897,Cnidaria
22.917595,0.306242,Arthropoda
5.110920,0.028703,Cnidaria
2.816581,0.215252,Arthropoda
11.085465,0.203434,Arthropoda
23.478882,0.503775,Arthropoda
3.699817,0.293232,Cnidaria
9.795111,0.117799,Arthropoda
2.110399,0.147194,Arthropoda
22.587657,0.138322,Arthropoda
10.517308,0.262506,Arthropoda
9.310412,0.207088,Arthropoda
22.588647,0.138221,Arthropoda
5.808544,0.462087,Arthropoda
2.816581,0.215252,Arthropoda
23.166264,0.361575,Arthropoda
7.353167,0.094005,Arthropoda
4.713603,0.475471,Cnidaria
10.954692,0.337630,Arthropoda
2.455581,0.158195,Arthropoda
10.479346,0.042931,Arthropoda
10.031936,0.167875,Arthropoda
5.690833,0.156789,Arthropoda
9.747607,0.088361,Arthropoda
27.671796,1.735023,Arthropoda
33.909221,2.359082,Arthropoda
10.257024,0.004402,Arthropoda
9.974020,0.842340,Arthropoda
20.204643,0.985802,Arthropoda
9.559647,0.170760,Arthropoda
12.838204,1.166828,Arthropoda
15.402121,0.239459,Arthropoda
10.389222,0.261655,Arthropoda
39.001352,4.044310,Arthropoda
2.354629,0.198994,Arthropoda
8.143953,0.032438,Arthropoda
10.655646,0.176540,Arthropoda
2.557510,0.068357,Arthropoda
12.820819,1.152693,Arthropoda
27.603564,3.402165,Arthropoda
9.911391,0.280230,Arthropoda
27.967181,2.233197,Arthropoda
21.325349,0.266474,Arthropoda
5.280013,0.056324,Arthropoda
2.354629,0.198994,Arthropoda
9.566862,0.002496,Arthropoda
11.024171,0.343345,Arthropoda
23.336106,0.361035,Arthropoda
20.200739,0.982336,Arthropoda
6.719951,0.508679,Arthropoda
2.354629,0.198994,Arthropoda
11.064473,0.120457,Arthropoda
9.507418,0.008200,Arthropoda
21.270905,0.885087,Arthropoda
8.116299,0.084397,Arthropoda
22.667090,0.064017,Arthropoda
24.117396,0.803227,Arthropoda
23.920635,0.695363,Arthropoda
22.525437,0.179224,Arthropoda
11.064473,0.120457,Arthropoda
22.588920,0.138223,Arthropoda
10.257300,0.005343,Arthropoda
2.354629,0.198994,Arthropoda
19.283121,0.273641,Arthropoda
8.174719,0.039647,Arthropoda
25.930073,3.509526,Arthropoda
9.342510,0.508702,Arthropoda
0.864068,0.423849,Arthropoda
7.881376,0.323038,Arthropoda
24.856911,0.423893,Arthropoda
8.314099,0.005653,Arthropoda
20.203955,0.985086,Arthropoda
24.856911,0.423893,Arthropoda
7.648688,0.155118,Arthropoda
8.084093,0.097158,Arthropoda
2.354629,0.198994,Arthropoda
20.036818,1.166992,Arthropoda
11.064473,0.120457,Arthropoda
14.670278,0.039058,Arthropoda
7.648688,0.155118,Arthropoda
5.109475,0.070886,Cnidaria
14.594711,0.647475,Arthropoda
5.021389,0.176603,Cnidaria
5.110920,0.028703,Cnidaria
21.345592,0.227383,Arthropoda
7.404746,0.427416,Arthropoda
29.894492,1.721064,Arthropoda
2.597395,0.044789,Arthropoda
10.272453,0.147232,Arthropoda
8.211354,0.149946,Arthropoda
7.039369,0.173837,Arthropoda
3.984491,0.240101,Cnidaria
20.948309,0.494855,Arthropoda
20.724609,1.203931,Arthropoda
5.505825,0.586738,Cnidaria
9.222258,0.007752,Arthropoda
5.103972,0.041895,Cnidaria
14.681233,0.552240,Arthropoda
5.348151,0.313367,Cnidaria
22.528389,0.208633,Arthropoda
4.155906,0.467013,Cnidaria
15.242102,0.114896,Arthropoda
5.094515,0.018669,Cnidaria
9.460874,0.113158,Arthropoda
14.833058,0.106113,Arthropoda
10.244438,0.010020,Arthropoda
20.665808,1.052032,Arthropoda
4.155906,0.467013,Cnidaria
24.645373,0.653637,Arthropoda
4.084610,0.372559,Cnidaria
8.305260,0.026279,Arthropoda
27.496234,3.303383,Arthropoda
4.826273,0.391155,Cnidaria
22.525437,0.179224,Arthropoda
4.826273,0.391155,Cnidaria
7.742623,0.002294,Arthropoda
21.174835,1.100003,Arthropoda
4.965236,0.231897,Cnidaria
2.520356,0.078403,Arthropoda
8.198325,0.014215,Arthropoda
2.816581,0.215252,Arthropoda
22.976330,0.362354,Arthropoda
16.684278,1.503488,Arthropoda
10.244438,0.010020,Arthropoda
21.303555,0.193169,Arthropoda
5.221467,0.216204,Cnidaria
24.282550,0.790113,Arthropoda
10.145397,0.013250,Arthropoda
22.976049,0.361544,Arthropoda
6.983932,0.071407,Arthropoda
14.516540,0.718072,Arthropoda
14.833058,0.106113,Arthropoda
0.974822,0.074116,Arthropoda
8.122669,0.073112,Arthropoda
24.118068,0.800909,Arthropoda
27.829457,1.248270,Arthropoda
26.466036,2.222796,Arthropoda
5.566646,0.009605,Arthropoda
1.248421,0.084135,Arthropoda
21.532170,0.579981,Arthropoda
16.904617,0.924922,Arthropoda
8.013114,0.141902,Arthropoda
23.473444,0.468088,Arthropoda
3.895411,2.317451,Arthropoda
7.295782,0.717596,Arthropoda
0.896270,0.408116,Arthropoda
8.206883,0.159650,Arthropoda
24.857642,0.422912,Arthropoda
5.675424,0.002622,Arthropoda
7.887288,0.011849,Arthropoda
0.744675,0.291322,Arthropoda
14.498774,0.157752,Arthropoda
20.720429,1.132288,Arthropoda
9.670730,0.002677,Arthropoda
0.497505,0.002351,Arthropoda
8.779529,0.440667,Arthropoda
27.997137,2.121937,Arthropoda
22.525437,0.179224,Arthropoda
27.576641,2.471466,Arthropoda
5.092177,0.077797,Cnidaria
0.500406,0.002347,Arthropoda
40.608327,5.758973,Arthropoda
8.118521,0.085438,Arthropoda
0.578866,0.034648,Arthropoda
22.047363,0.486839,Arthropoda
29.885514,2.205438,Arthropoda
10.446749,0.048291,Arthropoda
24.645373,0.653637,Arthropoda
8.836851,0.003650,Arthropoda
7.464385,0.113419,Arthropoda
2.659177,0.115794,Arthropoda
21.307361,0.189675,Arthropoda
10.443464,0.045823,Arthropoda
9.515117,0.133902,Arthropoda
5.806165,0.586808,Arthropoda
14.976619,0.273066,Arthropoda
21.305179,0.191472,Arthropoda
29.766994,2.148106,Arthropoda
14.865516,0.196476,Arthropoda
22.702412,0.030534,Arthropoda
21.377663,0.641278,Arthropoda
8.195086,0.132149,Arthropoda
21.345448,0.223980,Arthropoda
31.961395,3.582651,Arthropoda
24.282550,0.790113,Arthropoda
27.421889,2.126624,Arthropoda
5.833634,0.579064,Arthropoda
22.976049,0.361544,Arthropoda
9.356761,0.006073,Arthropoda
8.356313,0.013366,Arthropoda
0.747635,0.509102,Arthropoda
14.516540,0.718072,Arthropoda
14.868984,0.187768,Arthropoda
7.003436,0.171763,Arthropoda
29.890994,1.716593,Arthropoda
15.242102,0.114896,Arthropoda
0.900545,0.182546,Arthropoda
7.824305,0.002664,Arthropoda
8.094084,0.053042,Arthropoda
7.763980,0.113108,Arthropoda
36.501005,2.255330,Arthropoda
27.216930,3.618159,Arthropoda
13.935429,0.236736,Arthropoda
14.842132,0.391046,Arthropoda
28.437136,1.858956,Arthropoda
8.543188,0.287221,Arthropoda
0.943725,0.319603,Arthropoda
14.833058,0.106113,Arthropoda
8.749723,0.146519,Arthropoda
28.375002,0.007034,Arthropoda
5.568458,0.007291,Arthropoda
21.532170,0.579981,Arthropoda
27.379917,1.876788,Arthropoda
0.943634,0.310133,Arthropoda
27.152079,1.389830,Arthropoda
40.599129,5.753590,Arthropoda
6.045743,0.142837,Arthropoda
28.080650,2.298449,Arthropoda
20.667632,1.052050,Arthropoda
6.619879,0.301713,Arthropoda
9.566862,0.002496,Arthropoda
9.809312,0.009284,Arthropoda
4.353852,0.084861,Arthropoda
10.493242,0.009191,Arthropoda
8.003114,0.127238,Arthropoda
24.857642,0.422912,Arthropoda
7.790996,0.001869,Arthropoda
8.805590,0.193764,Arthropoda
9.748371,0.092931,Arthropoda
27.433853,1.391550,Arthropoda
7.904038,0.586764,Arthropoda
14.719950,0.014726,Arthropoda
7.880817,0.005958,Arthropoda
0.619562,0.305629,Arthropoda
10.333108,0.021194,Arthropoda
14.632334,0.018741,Arthropoda
0.620647,0.278630,Arthropoda
8.094084,0.053042,Arthropoda
28.334047,0.005066,Arthropoda
0.587614,0.353984,Arthropoda
27.795600,1.869582,Arthropoda
27.995842,2.296822,Arthropoda
0.667003,0.232062,Arthropoda
27.972548,0.529757,Arthropoda
21.304836,0.191112,Arthropoda
0.624244,0.421446,Arthropoda
8.128729,0.016116,Arthropoda
0.636797,0.353499,Arthropoda
13.703674,0.012548,Arthropoda
23.982115,0.591158,Arthropoda
6.984267,0.068453,Arthropoda
14.081525,0.374544,Arthropoda
21.041063,0.778169,Arthropoda
8.101463,0.052983,Arthropoda
19.609492,0.612980,Arthropoda
8.098827,0.047516,Arthropoda
9.004954,0.123295,Arthropoda
9.518674,0.137467,Arthropoda
15.181737,0.018360,Arthropoda
9.751242,0.092630,Arthropoda
36.535360,2.285821,Arthropoda
19.921923,0.939570,Arthropoda
16.323733,2.058494,Arthropoda
14.841749,0.325868,Arthropoda
23.982115,0.591158,Arthropoda
15.606960,0.473332,Arthropoda
23.982115,0.591158,Arthropoda
16.314177,0.323057,Arthropoda
16.314189,0.313220,Arthropoda
27.297399,1.865723,Arthropoda
19.921923,0.939570,Arthropoda
26.874492,2.469192,Arthropoda
28.357138,0.022476,Arthropoda
19.098549,0.163451,Arthropoda
31.950331,3.571847,Arthropoda
14.681233,0.552240,Arthropoda
5.902576,0.141232,Arthropoda
27.368928,1.868627,Arthropoda
14.787212,0.545925,Arthropoda
7.374039,0.169999,Arthropoda
19.295368,0.378089,Arthropoda
7.878602,0.002734,Arthropoda
27.637402,1.563273,Arthropoda
15.448200,0.286793,Arthropoda
6.445610,0.178098,Arthropoda
15.559996,0.409028,Arthropoda
20.803516,0.526258,Arthropoda
5.647909,0.053345,Arthropoda
14.971301,0.270204,Arthropoda
10.492349,0.068360,Arthropoda
6.445610,0.178098,Arthropoda
28.333095,0.008956,Arthropoda
10.283771,0.116761,Arthropoda
18.821785,0.421792,Arthropoda
26.781480,2.494618,Arthropoda
8.310832,0.001741,Arthropoda
14.893229,0.388759,Arthropoda
9.415036,0.099979,Arthropoda
6.927558,0.088539,Arthropoda
14.523190,0.007206,Arthropoda
17.779498,0.691969,Arthropoda
31.825727,3.450482,Arthropoda
7.824305,0.002664,Arthropoda
14.492286,0.128524,Arthropoda
10.253871,0.004239,Arthropoda
14.624550,0.018412,Arthropoda
32.200150,2.510927,Arthropoda
7.799356,0.007834,Arthropoda
27.865898,2.399937,Arthropoda
15.820941,0.410330,Arthropoda
8.190331,0.003277,Arthropoda
7.639755,0.167984,Arthropoda
40.601570,5.754579,Arthropoda
8.140854,0.029881,Arthropoda
7.876203,0.009030,Arthropoda
7.335055,0.192206,Arthropoda
16.204507,0.201699,Arthropoda
9.726359,0.146741,Arthropoda
27.795600,1.869582,Arthropoda
14.245647,0.461381,Arthropoda
10.182213,0.077536,Arthropoda
15.717868,0.442046,Arthropoda
29.212439,0.897678,Arthropoda
7.881376,0.323038,Arthropoda
2.354629,0.198994,Arthropoda
16.194154,0.183266,Arthropoda
7.881376,0.323038,Arthropoda
7.351913,0.284273,Arthropoda
18.371615,0.269570,Arthropoda
10.499243,0.069885,Arthropoda
10.031936,0.167875,Arthropoda
8.307059,0.012774,Arthropoda
9.902727,0.257229,Arthropoda
20.796626,1.196886,Arthropoda
7.881376,0.323038,Arthropoda
26.921411,1.424986,Arthropoda
2.354629,0.198994,Arthropoda
14.336567,0.611935,Arthropoda
9.213396,0.279514,Arthropoda
24.833600,0.451347,Arthropoda
2.354629,0.198994,Arthropoda
5.289127,0.003673,Arthropoda
7.881376,0.323038,Arthropoda
2.354629,0.198994,Arthropoda
7.648688,0.155118,Arthropoda
12.253850,0.364327,Arthropoda
2.455581,0.158195,Arthropoda
9.229176,0.006521,Arthropoda
7.138172,0.054118,Arthropoda
10.448025,0.041969,Arthropoda
7.648688,0.155118,Arthropoda
12.253850,0.364327,Arthropoda
2.354629,0.198994,Arthropoda
7.550848,0.004719,Arthropoda
7.648688,0.155118,Arthropoda
10.009624,0.033973,Arthropoda
19.921923,0.939570,Arthropoda
6.105453,0.667199,Arthropoda
6.952843,0.253166,Arthropoda
2.597395,0.044789,Arthropoda
36.498150,2.253697,Arthropoda
6.105453,0.667199,Arthropoda
25.499468,0.553825,Arthropoda
4.834258,0.386371,Cnidaria
9.405994,0.135157,Arthropoda
14.930804,0.211710,Arthropoda
5.637834,0.455019,Arthropoda
2.597395,0.044789,Arthropoda
5.113602,0.033366,Cnidaria
7.039369,0.173837,Arthropoda
5.021389,0.176603,Cnidaria
10.227815,0.244228,Arthropoda
12.358359,0.125450,Arthropoda
5.113602,0.033366,Cnidaria
5.385366,0.038318,Arthropoda
2.597395,0.044789,Arthropoda
5.233483,0.214922,Cnidaria
10.867745,0.349873,Arthropoda
27.953597,2.250862,Arthropoda
5.038900,0.172500,Cnidaria
9.004000,0.486640,Arthropoda
5.092177,0.077797,Cnidaria
5.539998,0.003699,Arthropoda
2.597395,0.044789,Arthropoda
5.313508,0.341844,Cnidaria
9.944515,0.229034,Arthropoda
7.648688,0.155118,Arthropoda
4.718180,0.469189,Cnidaria
20.296079,0.702696,Arthropoda
20.202929,0.984275,Arthropoda
4.714250,0.500977,Cnidaria
14.496371,0.156628,Arthropoda
2.354629,0.198994,Arthropoda
5.590540,0.714792,Cnidaria
9.944515,0.229034,Arthropoda
9.213396,0.279514,Arthropoda
4.914493,0.296962,Cnidaria
28.377948,0.008039,Arthropoda
23.913187,0.700692,Arthropoda
4.256946,0.538358,Cnidaria
8.358298,0.067755,Arthropoda
5.094515,0.018669,Cnidaria
20.296079,0.702696,Arthropoda
22.264373,0.429528,Arthropoda
4.722255,0.495640,Cnidaria
29.894250,1.720270,Arthropoda
9.944515,0.229034,Arthropoda
4.840279,0.377565,Cnidaria
8.203911,0.929309,Arthropoda
5.110920,0.028703,Cnidaria
10.483739,0.040436,Arthropoda
5.035429,0.162916,Cnidaria
22.263505,0.431771,Arthropoda
9.514665,0.327847,Arthropoda
5.505825,0.586738,Cnidaria
7.819336,0.003928,Arthropoda
21.124126,0.864508,Arthropoda
5.505825,0.586738,Cnidaria
14.842200,0.321107,Arthropoda
8.974085,0.237382,Arthropoda
4.481304,0.641632,Cnidaria
21.057503,0.941272,Arthropoda
9.864885,1.106722,Arthropoda
4.003095,0.252676,Cnidaria
8.543188,0.287221,Arthropoda
4.792251,0.427111,Cnidaria
16.618939,1.577742,Arthropoda
5.110920,0.028703,Cnidaria
7.962891,0.279474,Arthropoda
4.965236,0.231897,Cnidaria
8.094084,0.053042,Arthropoda
4.702365,0.501681,Cnidaria
5.350377,0.308040,Cnidaria
7.549400,0.015047,Arthropoda
5.357902,0.321803,Cnidaria
9.864885,1.106722,Arthropoda
5.309343,0.356200,Cnidaria
27.970752,0.534190,Arthropoda
5.117109,0.041146,Cnidaria
14.359449,0.645215,Arthropoda
8.611165,0.096315,Arthropoda
3.868682,0.061222,Cnidaria
10.219931,0.060881,Arthropoda
16.435185,0.484618,Arthropoda
5.120788,0.071364,Cnidaria
10.505708,0.283401,Arthropoda
4.241008,0.540266,Cnidaria
7.451640,0.397304,Arthropoda
14.143622,0.225108,Arthropoda
4.828250,0.395234,Cnidaria
23.964568,0.712935,Arthropoda
5.286388,0.004192,Arthropoda
4.952944,0.248658,Cnidaria
2.354629,0.198994,Arthropoda
4.758258,0.463082,Cnidaria
4.199920,0.512857,Cnidaria
6.989537,0.060337,Arthropoda
5.897467,0.013351,Arthropoda
23.913187,0.700692,Arthropoda
5.219205,0.224175,Cnidaria
11.076870,0.110988,Arthropoda
28.334330,0.001272,Arthropoda
3.868682,0.061222,Cnidaria
6.083467,0.169784,Arthropoda
5.160383,0.074193,Cnidaria
5.223748,0.208407,Cnidaria
27.957709,1.250283,Arthropoda
27.368928,1.868627,Arthropoda
5.172389,0.149509,Cnidaria
5.286252,0.008803,Arthropoda
5.233483,0.214922,Cnidaria
5.402611,0.047403,Arthropoda
11.076870,0.110988,Arthropoda
5.313508,0.341844,Cnidaria
15.533692,0.376051,Arthropoda
3.758397,0.205634,Cnidaria
28.334330,0.001272,Arthropoda
8.607241,0.095299,Arthropoda
11.027182,0.188217,Arthropoda
5.113602,0.033366,Cnidaria
7.104735,0.003769,Arthropoda
4.081179,0.379380,Cnidaria
7.880817,0.005958,Arthropoda
5.109475,0.070886,Cnidaria
7.825693,0.003071,Arthropoda
8.631286,0.494358,Arthropoda
5.103972,0.041895,Cnidaria
14.523190,0.007206,Arthropoda
27.489948,3.299987,Arthropoda
4.094000,0.379998,Cnidaria
13.145167,1.681822,Arthropoda
11.301245,0.243085,Arthropoda
28.436975,2.054488,Arthropoda
14.974163,0.210759,Arthropoda
10.911172,0.188652,Arthropoda
5.092177,0.077797,Cnidaria
10.035286,0.162857,Arthropoda
32.195043,2.508415,Arthropoda
4.012402,0.259314,Cnidaria
2.354629,0.198994,Arthropoda
5.590540,0.714792,Cnidaria
10.811645,0.446167,Arthropoda
22.264373,0.429528,Arthropoda
7.821374,0.002215,Arthropoda
7.351913,0.284273,Arthropoda
9.136567,0.307150,Arthropoda
14.705355,0.098730,Arthropoda
5.109475,0.070886,Cnidaria
9.566862,0.002496,Arthropoda
2.354629,0.198994,Arthropoda
21.270905,0.885087,Arthropoda
9.743757,0.079423,Arthropoda
5.051180,0.153954,Cnidaria
5.653009,0.055951,Arthropoda
16.650916,1.459988,Arthropoda
5.103972,0.041895,Cnidaria
14.719562,0.018052,Arthropoda
17.954122,1.348381,Arthropoda
10.009624,0.033973,Arthropoda
3.878589,0.066350,Cnidaria
8.198325,0.014215,Arthropoda
14.505163,0.113061,Arthropoda
21.057503,0.941272,Arthropoda
5.102329,0.062898,Cnidaria
9.465416,0.004335,Arthropoda
5.192256,0.199173,Cnidaria
27.428173,2.126586,Arthropoda
15.532885,0.378691,Arthropoda
15.145345,0.008037,Arthropoda
2.816581,0.215252,Arthropoda
9.807733,0.004492,Arthropoda
4.826273,0.391155,Cnidaria
5.898191,0.146215,Arthropoda
11.064473,0.120457,Arthropoda
15.393352,0.230274,Arthropoda
22.668534,0.062306,Arthropoda
9.397645,0.049066,Arthropoda
5.172320,0.110239,Cnidaria
9.747607,0.088361,Arthropoda
5.348151,0.313367,Cnidaria
9.944515,0.229034,Arthropoda
26.416821,1.202120,Arthropoda
20.516197,1.411418,Arthropoda
27.215750,3.619406,Arthropoda
20.720429,1.132288,Arthropoda
9.227445,0.002981,Arthropoda
