"distance_port_min","distance_infra_min","phylum"
34.426090,2.429244,Arthropoda
21.369711,0.197618,Arthropoda
14.368160,0.653063,Arthropoda
14.368160,0.653063,Arthropoda
9.351106,0.002286,Arthropoda
21.310112,0.189701,Arthropoda
9.352428,0.139164,Arthropoda
15.770755,0.534168,Arthropoda
9.465279,0.008885,Arthropoda
12.858507,1.240003,Arthropoda
21.532170,0.579981,Arthropoda
15.183468,0.022565,Arthropoda
10.127358,0.094941,Arthropoda
6.078950,0.164249,Arthropoda
5.289660,0.002531,Arthropoda
22.702412,0.030534,Arthropoda
2.816581,0.215252,Arthropoda
15.448200,0.286793,Arthropoda
7.558072,0.017901,Arthropoda
9.944515,0.229034,Arthropoda
5.172320,0.110239,Cnidaria
20.768888,0.611712,Arthropoda
14.228510,0.646563,Arthropoda
3.991894,0.224480,Cnidaria
14.476112,0.057940,Arthropoda
9.461065,0.004329,Arthropoda
9.944515,0.229034,Arthropoda
5.128834,0.071701,Cnidaria
22.976330,0.362354,Arthropoda
9.511339,0.005015,Arthropoda
27.462709,1.956130,Arthropoda
8.644451,0.002065,Arthropoda
5.099457,0.105989,Cnidaria
14.887210,0.399655,Arthropoda
4.003095,0.252676,Cnidaria
31.331298,2.955462,Arthropoda
8.300554,0.020175,Arthropoda
4.720255,0.492596,Cnidaria
5.613521,0.161318,Arthropoda
5.360125,0.316617,Cnidaria
10.166212,0.002102,Arthropoda
3.878589,0.066350,Cnidaria
22.976049,0.361544,Arthropoda
7.114689,0.011188,Arthropoda
29.892278,2.200962,Arthropoda
15.765272,0.542936,Arthropoda
15.242102,0.114896,Arthropoda
27.669156,1.734330,Arthropoda
14.384771,0.667496,Arthropoda
15.116285,0.040513,Arthropoda
14.382545,0.666619,Arthropoda
15.616425,0.480940,Arthropoda
7.742623,0.002294,Arthropoda
2.816581,0.215252,Arthropoda
14.361563,0.642934,Arthropoda
14.228510,0.646563,Arthropoda
14.839569,0.322206,Arthropoda
10.331456,0.021961,Arthropoda
28.331613,0.004306,Arthropoda
9.795111,0.117799,Arthropoda
14.833058,0.106113,Arthropoda
14.287910,0.590607,Arthropoda
9.318185,0.103248,Arthropoda
9.537201,0.079181,Arthropoda
30.672037,2.133021,Arthropoda
2.354629,0.198994,Arthropoda
8.460597,0.003290,Arthropoda
9.310412,0.207088,Arthropoda
13.566059,0.501627,Arthropoda
14.075570,0.361819,Arthropoda
6.927158,0.084108,Arthropoda
27.572929,1.953174,Arthropoda
9.213396,0.279514,Arthropoda
17.160235,0.143506,Arthropoda
7.763980,0.113108,Arthropoda
8.143953,0.032438,Arthropoda
2.354629,0.198994,Arthropoda
5.884786,0.013145,Arthropoda
8.193518,0.003988,Arthropoda
28.552556,2.093140,Arthropoda
7.104735,0.003769,Arthropoda
0.760972,0.239870,Arthropoda
7.797007,0.009168,Arthropoda
27.493437,3.302646,Arthropoda
12.689080,1.124515,Arthropoda
0.671054,0.321022,Arthropoda
27.444360,2.126572,Arthropoda
5.399733,0.043663,Arthropoda
9.561816,0.010892,Arthropoda
0.835050,0.452270,Arthropoda
14.687050,0.560785,Arthropoda
9.421417,0.101228,Arthropoda
7.773145,0.465090,Arthropoda
0.479468,0.423203,Arthropoda
13.566059,0.501627,Arthropoda
27.577713,1.957303,Arthropoda
7.275568,1.047728,Arthropoda
32.196722,2.506104,Arthropoda
4.959084,0.240216,Cnidaria
0.536090,0.365008,Arthropoda
3.878589,0.066350,Cnidaria
5.175089,0.180674,Cnidaria
8.219007,0.175275,Arthropoda
4.003095,0.252676,Cnidaria
26.882244,2.487374,Arthropoda
5.094515,0.018669,Cnidaria
9.116106,0.463622,Arthropoda
0.614189,0.302456,Arthropoda
28.446115,2.032784,Arthropoda
15.525756,0.366255,Arthropoda
4.792251,0.427111,Cnidaria
0.631398,0.316450,Arthropoda
4.920579,0.288200,Cnidaria
10.443464,0.045823,Arthropoda
29.441646,2.708935,Arthropoda
14.418274,0.108741,Arthropoda
9.116106,0.463622,Arthropoda
5.403274,0.049340,Arthropoda
0.619712,0.354771,Arthropoda
6.912144,0.110261,Arthropoda
32.109462,3.523398,Arthropoda
10.443464,0.045823,Arthropoda
8.460177,0.006178,Arthropoda
9.651886,0.039329,Arthropoda
14.478042,0.060821,Arthropoda
5.092177,0.077797,Cnidaria
5.331830,0.049747,Arthropoda
5.175089,0.180674,Cnidaria
5.233483,0.214922,Cnidaria
40.604334,5.756666,Arthropoda
9.432709,0.020043,Arthropoda
5.103972,0.041895,Cnidaria
8.302116,0.021906,Arthropoda
4.003095,0.252676,Cnidaria
25.921820,3.514944,Arthropoda
9.432709,0.020043,Arthropoda
16.618939,1.577742,Arthropoda
10.462412,0.014462,Arthropoda
27.955810,2.245541,Arthropoda
0.579622,0.408856,Arthropoda
10.635392,0.376670,Arthropoda
6.443311,0.186184,Arthropoda
28.357792,0.022535,Arthropoda
17.966237,1.331959,Arthropoda
0.612315,0.406041,Arthropoda
27.687496,1.716803,Arthropoda
10.166212,0.002102,Arthropoda
10.635392,0.376670,Arthropoda
7.410827,0.166306,Arthropoda
4.214874,0.189238,Arthropoda
10.635392,0.376670,Arthropoda
9.515117,0.133902,Arthropoda
10.485109,0.009210,Arthropoda
29.205330,0.892871,Arthropoda
27.210554,3.619355,Arthropoda
4.095641,0.060606,Arthropoda
11.106965,0.077661,Arthropoda
28.407864,1.887811,Arthropoda
8.200113,0.141146,Arthropoda
27.492224,3.303028,Arthropoda
7.790162,0.001741,Arthropoda
3.080799,0.066255,Arthropoda
11.106965,0.077661,Arthropoda
10.186723,0.116730,Arthropoda
28.247254,0.088805,Arthropoda
10.950375,0.402537,Arthropoda
29.766994,2.148106,Arthropoda
27.427946,2.125989,Arthropoda
5.946657,0.274564,Arthropoda
3.489698,0.265836,Arthropoda
10.231684,0.682903,Arthropoda
8.120572,0.082010,Arthropoda
3.014844,0.240014,Arthropoda
30.672037,2.133021,Arthropoda
30.508085,2.388422,Arthropoda
14.107200,0.162736,Arthropoda
10.024265,0.224838,Arthropoda
32.334045,3.775476,Arthropoda
40.599129,5.753590,Arthropoda
9.407439,0.726438,Arthropoda
3.075446,0.241881,Arthropoda
14.081525,0.374544,Arthropoda
8.300444,0.031325,Arthropoda
16.913600,0.930156,Arthropoda
7.787209,0.006471,Arthropoda
10.949298,0.403381,Arthropoda
6.988199,0.072709,Arthropoda
27.787442,1.244979,Arthropoda
10.682997,0.056798,Arthropoda
2.537051,0.102449,Arthropoda
15.758544,0.522734,Arthropoda
14.679766,0.124152,Arthropoda
10.682997,0.056798,Arthropoda
9.726359,0.146741,Arthropoda
2.450281,0.146781,Arthropoda
9.454956,0.108166,Arthropoda
16.687047,1.503903,Arthropoda
9.999927,0.014010,Arthropoda
8.122707,0.080908,Arthropoda
8.128729,0.016116,Arthropoda
27.430867,2.126573,Arthropoda
15.538068,0.379907,Arthropoda
14.677758,0.051559,Arthropoda
10.911172,0.188652,Arthropoda
3.068636,0.180929,Arthropoda
34.462387,2.456110,Arthropoda
10.184539,0.115575,Arthropoda
3.075215,0.241589,Arthropoda
8.198259,0.132175,Arthropoda
9.971119,0.201589,Arthropoda
7.102784,0.014788,Arthropoda
9.570832,0.158471,Arthropoda
9.352428,0.139164,Arthropoda
9.234560,0.257137,Arthropoda
8.997947,0.496580,Arthropoda
5.670315,0.004612,Arthropoda
9.282376,0.457455,Arthropoda
9.282376,0.457455,Arthropoda
8.314026,0.002754,Arthropoda
19.649299,0.566327,Arthropoda
8.607241,0.095299,Arthropoda
21.084286,0.700041,Arthropoda
2.354629,0.198994,Arthropoda
7.014754,0.040560,Arthropoda
14.332572,0.596766,Arthropoda
17.017011,0.987060,Arthropoda
13.566059,0.501627,Arthropoda
5.566646,0.009605,Arthropoda
4.120894,0.035935,Arthropoda
7.404746,0.427416,Arthropoda
6.085281,0.169158,Arthropoda
14.911727,0.114285,Arthropoda
2.354629,0.198994,Arthropoda
5.322083,0.901688,Arthropoda
14.742304,0.072787,Arthropoda
5.273359,1.012442,Arthropoda
13.583597,0.517727,Arthropoda
7.138172,0.054118,Arthropoda
9.507418,0.008200,Arthropoda
5.296575,0.006509,Arthropoda
17.160235,0.143506,Arthropoda
4.481610,0.287684,Arthropoda
14.712101,0.585989,Arthropoda
32.160717,2.447485,Arthropoda
6.105453,0.667199,Arthropoda
10.407529,0.063908,Arthropoda
2.455581,0.158195,Arthropoda
7.260555,0.168135,Arthropoda
5.637834,0.455019,Arthropoda
28.025452,1.179543,Arthropoda
14.273856,0.604951,Arthropoda
8.451611,0.011497,Arthropoda
27.128002,1.384448,Arthropoda
9.982303,0.832040,Arthropoda
7.866567,0.206224,Arthropoda
2.354629,0.198994,Arthropoda
7.452420,0.397573,Arthropoda
24.833600,0.451347,Arthropoda
13.568131,0.503299,Arthropoda
27.631696,1.558642,Arthropoda
2.354629,0.198994,Arthropoda
9.342510,0.508702,Arthropoda
19.098549,0.163451,Arthropoda
17.006137,0.280807,Arthropoda
9.342510,0.508702,Arthropoda
5.295259,0.002614,Arthropoda
9.342510,0.508702,Arthropoda
5.637834,0.455019,Arthropoda
8.294185,0.306714,Arthropoda
14.485306,0.135760,Arthropoda
5.541429,0.007541,Arthropoda
6.954740,0.462322,Arthropoda
9.007146,0.145198,Arthropoda
19.295368,0.378089,Arthropoda
5.327887,0.048776,Arthropoda
14.680019,0.547059,Arthropoda
27.425513,2.127832,Arthropoda
8.038648,0.133338,Arthropoda
8.630264,0.051292,Arthropoda
14.368160,0.653063,Arthropoda
20.741451,0.371035,Arthropoda
5.808544,0.462087,Arthropoda
14.293190,0.516474,Arthropoda
9.982303,0.832040,Arthropoda
14.840614,0.328058,Arthropoda
8.094084,0.053042,Arthropoda
7.838523,0.327982,Arthropoda
10.938555,0.311153,Arthropoda
25.499468,0.553825,Arthropoda
8.611165,0.096315,Arthropoda
10.421175,0.252562,Arthropoda
10.421175,0.252562,Arthropoda
10.974819,0.345672,Arthropoda
9.017681,0.442916,Arthropoda
10.480742,0.040103,Arthropoda
8.717993,0.611709,Arthropoda
5.672533,0.002387,Arthropoda
18.821785,0.421792,Arthropoda
9.004000,0.486640,Arthropoda
14.642668,0.013987,Arthropoda
8.733132,0.377814,Arthropoda
8.207596,0.160861,Arthropoda
10.642990,0.499109,Arthropoda
10.179314,0.136347,Arthropoda
28.243074,0.092528,Arthropoda
40.602308,5.755989,Arthropoda
9.651529,0.039491,Arthropoda
7.878602,0.002734,Arthropoda
10.040194,0.049485,Arthropoda
16.248622,2.118960,Arthropoda
10.616369,0.360218,Arthropoda
9.136567,0.307150,Arthropoda
6.334538,0.902469,Arthropoda
14.838729,0.332328,Arthropoda
4.003095,0.252676,Cnidaria
28.357792,0.022535,Arthropoda
11.082235,0.213795,Arthropoda
9.636127,0.209852,Arthropoda
4.792251,0.427111,Cnidaria
5.252997,0.048752,Arthropoda
8.717993,0.611709,Arthropoda
3.868682,0.061222,Cnidaria
10.196676,0.082970,Arthropoda
10.009624,0.033973,Arthropoda
8.834742,0.014355,Arthropoda
5.175089,0.180674,Cnidaria
14.366998,0.611395,Arthropoda
10.009624,0.033973,Arthropoda
4.003095,0.252676,Cnidaria
10.009624,0.033973,Arthropoda
24.349451,1.718988,Arthropoda
23.982115,0.591158,Arthropoda
13.567739,0.994960,Arthropoda
5.102329,0.062898,Cnidaria
28.480157,2.105095,Arthropoda
10.167852,0.183496,Arthropoda
6.063553,0.140568,Arthropoda
10.170058,0.177423,Arthropoda
3.868682,0.061222,Cnidaria
5.110920,0.028703,Cnidaria
5.251860,0.005876,Arthropoda
10.815899,0.441606,Arthropoda
4.748437,0.447374,Cnidaria
7.798333,0.002219,Arthropoda
5.182016,0.116235,Cnidaria
5.438024,0.003403,Arthropoda
27.422188,2.115384,Arthropoda
5.252997,0.048752,Arthropoda
9.529302,0.201082,Arthropoda
4.481304,0.641632,Cnidaria
9.559647,0.170760,Arthropoda
12.253850,0.364327,Arthropoda
5.160383,0.074193,Cnidaria
10.691781,0.261448,Arthropoda
15.823488,0.399076,Arthropoda
5.038900,0.172500,Cnidaria
29.623969,1.663418,Arthropoda
4.003095,0.252676,Cnidaria
10.389222,0.261655,Arthropoda
5.350377,0.308040,Cnidaria
4.003095,0.252676,Cnidaria
10.389222,0.261655,Arthropoda
3.868682,0.061222,Cnidaria
9.409791,0.723358,Arthropoda
10.762922,0.020021,Arthropoda
4.920579,0.288200,Cnidaria
9.409791,0.723358,Arthropoda
10.938555,0.311153,Arthropoda
40.575668,5.702171,Arthropoda
3.868682,0.061222,Cnidaria
9.353304,0.113536,Arthropoda
3.868682,0.061222,Cnidaria
4.792251,0.427111,Cnidaria
5.009076,0.194017,Cnidaria
4.003095,0.252676,Cnidaria
8.114164,0.085691,Arthropoda
5.182521,0.194195,Cnidaria
8.119491,0.080478,Arthropoda
3.758397,0.205634,Cnidaria
4.748437,0.447374,Cnidaria
7.742623,0.002294,Arthropoda
4.084610,0.372559,Cnidaria
7.369774,0.172407,Arthropoda
5.009076,0.194017,Cnidaria
14.725489,0.019841,Arthropoda
4.003095,0.252676,Cnidaria
3.758397,0.205634,Cnidaria
5.160383,0.074193,Cnidaria
14.879886,0.382993,Arthropoda
4.792251,0.427111,Cnidaria
9.502963,0.013322,Arthropoda
8.354142,0.049382,Arthropoda
5.162904,0.066288,Cnidaria
10.167852,0.183496,Arthropoda
12.253850,0.364327,Arthropoda
5.172320,0.110239,Cnidaria
14.785107,0.549611,Arthropoda
4.713603,0.475471,Cnidaria
7.275568,1.047728,Arthropoda
6.105453,0.667199,Arthropoda
5.381967,0.394669,Cnidaria
5.097520,0.171617,Arthropoda
5.126336,0.081557,Cnidaria
10.505708,0.283401,Arthropoda
4.003095,0.252676,Cnidaria
5.175089,0.180674,Cnidaria
9.622056,0.111105,Arthropoda
4.792251,0.427111,Cnidaria
4.888348,0.328158,Cnidaria
5.637834,0.455019,Arthropoda
8.823076,0.821911,Arthropoda
4.003095,0.252676,Cnidaria
11.370131,0.191102,Arthropoda
11.301701,0.214878,Arthropoda
5.235777,0.207559,Cnidaria
5.330885,0.291157,Cnidaria
5.590540,0.714792,Cnidaria
8.823076,0.821911,Arthropoda
4.708800,0.477966,Cnidaria
4.003095,0.252676,Cnidaria
9.405994,0.135157,Arthropoda
4.701250,0.489620,Cnidaria
10.272453,0.147232,Arthropoda
7.264378,0.081675,Arthropoda
5.095966,0.038562,Cnidaria
5.087779,0.013983,Cnidaria
5.175089,0.180674,Cnidaria
4.792251,0.427111,Cnidaria
4.713603,0.475471,Cnidaria
14.073520,0.404130,Arthropoda
9.646905,0.110205,Arthropoda
17.949589,1.354795,Arthropoda
5.350377,0.308040,Cnidaria
5.133885,0.052152,Cnidaria
8.461388,0.005628,Arthropoda
4.725545,0.445145,Cnidaria
17.956825,1.354199,Arthropoda
5.182521,0.194195,Cnidaria
4.332665,0.608783,Cnidaria
5.670315,0.004612,Arthropoda
1.639077,0.021458,Cnidaria
8.116299,0.084397,Arthropoda
7.804948,0.009142,Arthropoda
5.140785,0.105778,Cnidaria
21.041063,0.778169,Arthropoda
10.401134,0.059134,Arthropoda
4.003095,0.252676,Cnidaria
27.998454,2.287595,Arthropoda
14.804522,0.084689,Arthropoda
2.876515,0.275302,Cnidaria
14.978754,0.205135,Arthropoda
19.295368,0.378089,Arthropoda
5.099457,0.105989,Cnidaria
9.365114,0.140380,Arthropoda
32.112460,3.522112,Arthropoda
3.064085,0.094232,Cnidaria
28.357792,0.022535,Arthropoda
15.692309,0.434446,Arthropoda
27.608289,1.783561,Arthropoda
9.810491,0.002366,Arthropoda
5.089170,0.068740,Cnidaria
9.413804,0.097914,Arthropoda
25.499468,0.553825,Arthropoda
17.964176,1.339544,Arthropoda
28.247254,0.088805,Arthropoda
5.043301,0.158182,Cnidaria
32.202918,2.503152,Arthropoda
6.447803,0.186616,Arthropoda
3.064085,0.094232,Cnidaria
7.049009,0.002481,Arthropoda
3.064085,0.094232,Cnidaria
9.752297,0.089072,Arthropoda
5.021389,0.176603,Cnidaria
8.607241,0.095299,Arthropoda
2.597395,0.044789,Cnidaria
8.098827,0.047516,Arthropoda
9.470045,0.004663,Arthropoda
13.082146,0.511097,Arthropoda
10.196676,0.082970,Arthropoda
5.109475,0.070886,Cnidaria
27.792656,1.876411,Arthropoda
4.952944,0.248658,Cnidaria
14.787212,0.545925,Arthropoda
3.064085,0.094232,Cnidaria
2.816581,0.215252,Cnidaria
28.370144,0.014005,Arthropoda
5.170028,0.158315,Cnidaria
15.403840,0.240082,Arthropoda
29.907165,1.734880,Arthropoda
6.447803,0.186616,Arthropoda
14.555244,0.730925,Arthropoda
2.597395,0.044789,Cnidaria
15.397713,0.234040,Arthropoda
29.081657,0.817320,Arthropoda
2.354629,0.198994,Cnidaria
7.237197,0.175369,Arthropoda
27.444040,1.393876,Arthropoda
5.007350,0.190356,Cnidaria
20.796626,1.196886,Arthropoda
29.782548,2.147632,Arthropoda
5.110920,0.028703,Cnidaria
7.793930,0.002560,Arthropoda
5.092760,0.046380,Cnidaria
14.871446,0.193948,Arthropoda
10.323504,0.046517,Arthropoda
14.841749,0.325868,Arthropoda
10.508312,0.072877,Arthropoda
7.797532,0.007966,Arthropoda
6.953134,0.232696,Arthropoda
9.205289,0.139660,Arthropoda
10.462517,0.042158,Arthropoda
13.685634,1.496069,Arthropoda
13.689886,0.016535,Arthropoda
16.904617,0.924922,Arthropoda
30.660987,2.146258,Arthropoda
12.253850,0.364327,Arthropoda
20.803516,0.526258,Arthropoda
7.794871,0.004241,Arthropoda
7.785093,0.014202,Arthropoda
10.387369,0.107431,Arthropoda
8.401567,0.145993,Arthropoda
20.497107,0.601295,Arthropoda
30.576219,2.363565,Arthropoda
26.473208,2.223855,Arthropoda
10.444460,0.003944,Arthropoda
21.084286,0.700041,Arthropoda
5.884786,0.013145,Arthropoda
2.354629,0.198994,Cnidaria
21.041063,0.778169,Arthropoda
10.343151,0.130813,Arthropoda
32.219796,2.491988,Arthropoda
20.796626,1.196886,Arthropoda
5.587380,0.682735,Cnidaria
28.552556,2.093140,Arthropoda
13.400534,1.649844,Arthropoda
10.755402,0.032764,Arthropoda
14.332572,0.596766,Arthropoda
29.896224,1.723617,Arthropoda
16.194134,0.185290,Arthropoda
19.649299,0.566327,Arthropoda
26.473907,2.223497,Arthropoda
6.997147,0.182008,Arthropoda
8.083251,0.076260,Arthropoda
6.996048,0.179839,Arthropoda
11.962009,0.097653,Arthropoda
5.297796,0.004880,Arthropoda
20.803516,0.526258,Arthropoda
9.418428,0.248935,Arthropoda
10.170058,0.177423,Arthropoda
14.682214,0.561473,Arthropoda
8.460177,0.006178,Arthropoda
10.040194,0.049485,Arthropoda
8.098827,0.047516,Arthropoda
23.982115,0.591158,Arthropoda
7.773145,0.465090,Arthropoda
15.150538,0.004199,Arthropoda
6.812726,0.875785,Arthropoda
25.106522,0.595036,Arthropoda
6.105453,0.667199,Arthropoda
6.438652,0.075816,Arthropoda
28.494159,2.106459,Arthropoda
7.275568,1.047728,Arthropoda
7.635600,0.171403,Arthropoda
6.812726,0.875785,Arthropoda
20.796626,1.196886,Arthropoda
5.536755,0.002567,Arthropoda
19.098549,0.163451,Arthropoda
16.150435,0.171783,Arthropoda
5.888250,0.006553,Arthropoda
8.617738,0.090124,Arthropoda
19.921923,0.939570,Arthropoda
8.724513,0.139546,Arthropoda
14.679920,0.622374,Arthropoda
29.895091,2.201777,Arthropoda
8.118594,0.087526,Arthropoda
6.404922,0.157308,Arthropoda
23.982115,0.591158,Arthropoda
7.404746,0.427416,Arthropoda
6.594334,0.465946,Arthropoda
27.967135,0.543128,Arthropoda
9.636127,0.209852,Arthropoda
8.616247,0.284197,Arthropoda
10.498334,0.545122,Arthropoda
25.106522,0.595036,Arthropoda
10.170058,0.177423,Arthropoda
15.685260,0.440803,Arthropoda
14.976619,0.273066,Arthropoda
10.167852,0.183496,Arthropoda
5.610165,0.167058,Arthropoda
5.637834,0.455019,Arthropoda
40.580904,5.700633,Arthropoda
9.514665,0.327847,Arthropoda
10.477130,0.030678,Arthropoda
14.423031,0.936219,Arthropoda
9.171295,0.131226,Arthropoda
9.982303,0.832040,Arthropoda
16.617787,1.588029,Arthropoda
10.616369,0.360218,Arthropoda
27.144055,1.387989,Arthropoda
8.507447,0.594194,Arthropoda
10.389222,0.261655,Arthropoda
10.421175,0.252562,Arthropoda
9.795111,0.117799,Arthropoda
10.616369,0.360218,Arthropoda
12.877171,1.258134,Arthropoda
9.213396,0.279514,Arthropoda
40.599129,5.753590,Arthropoda
5.385366,0.038318,Arthropoda
8.118521,0.085438,Arthropoda
9.310412,0.207088,Arthropoda
15.457822,0.294414,Arthropoda
7.648688,0.155118,Arthropoda
7.648688,0.155118,Arthropoda
7.138172,0.054118,Arthropoda
9.322617,0.104037,Arthropoda
5.637834,0.455019,Arthropoda
25.106522,0.595036,Arthropoda
5.097520,0.171617,Arthropoda
12.851965,1.150264,Arthropoda
5.539280,0.001094,Arthropoda
9.982303,0.832040,Arthropoda
10.655646,0.176540,Arthropoda
19.098549,0.163451,Arthropoda
9.442375,0.139506,Arthropoda
10.954692,0.337630,Arthropoda
10.949991,0.402867,Arthropoda
15.753574,0.561066,Arthropoda
23.831706,0.160405,Arthropoda
10.938555,0.311153,Arthropoda
11.064473,0.120457,Arthropoda
8.310323,0.005469,Arthropoda
5.903963,0.151218,Arthropoda
11.064473,0.120457,Arthropoda
8.092470,0.053628,Arthropoda
6.105453,0.667199,Arthropoda
9.229176,0.006521,Arthropoda
10.151463,0.005141,Arthropoda
5.808544,0.462087,Arthropoda
5.385366,0.038318,Arthropoda
10.668473,0.394629,Arthropoda
11.837993,0.059932,Arthropoda
7.799356,0.007834,Arthropoda
8.181785,0.048087,Arthropoda
10.517308,0.262506,Arthropoda
14.722914,0.015896,Arthropoda
10.758673,0.070968,Arthropoda
10.035382,0.168639,Arthropoda
10.517308,0.262506,Arthropoda
14.746565,0.036157,Arthropoda
14.679920,0.622374,Arthropoda
14.681233,0.552240,Arthropoda
10.517308,0.262506,Arthropoda
10.517308,0.262506,Arthropoda
8.083251,0.076260,Arthropoda
13.703674,0.012548,Arthropoda
9.465839,0.006295,Arthropoda
14.678945,0.124497,Arthropoda
14.482066,0.050453,Arthropoda
10.505708,0.283401,Arthropoda
27.274709,1.377429,Arthropoda
11.301701,0.214878,Arthropoda
10.445245,0.042273,Arthropoda
7.138172,0.054118,Arthropoda
12.018319,0.018320,Arthropoda
7.764864,0.158105,Arthropoda
16.320029,0.329062,Arthropoda
27.984436,2.419922,Arthropoda
7.768465,0.115392,Arthropoda
10.179314,0.136347,Arthropoda
14.555244,0.730925,Arthropoda
7.874466,0.002050,Arthropoda
8.717993,0.611709,Arthropoda
7.724606,0.135423,Arthropoda
20.044423,1.174755,Arthropoda
9.566530,0.006557,Arthropoda
9.136567,0.307150,Arthropoda
9.256299,0.054353,Arthropoda
9.392173,0.060294,Arthropoda
9.213396,0.279514,Arthropoda
7.715562,0.118161,Arthropoda
14.742304,0.072787,Arthropoda
26.925403,1.425060,Arthropoda
10.668473,0.394629,Arthropoda
27.066851,1.453461,Arthropoda
9.902727,0.257229,Arthropoda
7.572345,0.018538,Arthropoda
21.347062,0.223171,Arthropoda
5.844421,0.682342,Arthropoda
9.902727,0.257229,Arthropoda
8.222180,0.175211,Arthropoda
9.944515,0.229034,Arthropoda
14.644792,0.018762,Arthropoda
8.553699,0.582837,Arthropoda
21.174835,1.100003,Arthropoda
14.359449,0.645215,Arthropoda
8.209143,0.401541,Arthropoda
9.610710,0.185272,Arthropoda
10.691781,0.261448,Arthropoda
14.340027,0.617699,Arthropoda
15.400357,0.237160,Arthropoda
8.217524,0.178428,Arthropoda
11.370131,0.191102,Arthropoda
7.334777,0.113203,Arthropoda
7.881376,0.323038,Arthropoda
27.370736,2.491688,Arthropoda
7.648688,0.155118,Arthropoda
21.369711,0.197618,Arthropoda
10.167852,0.183496,Arthropoda
7.295782,0.717596,Arthropoda
9.902727,0.257229,Arthropoda
20.949902,0.492894,Arthropoda
9.795111,0.117799,Arthropoda
9.310412,0.207088,Arthropoda
9.902727,0.257229,Arthropoda
7.642591,0.098264,Arthropoda
3.064085,0.094232,Cnidaria
26.884062,2.484247,Arthropoda
36.518868,2.286452,Arthropoda
9.461065,0.004329,Arthropoda
3.064085,0.094232,Cnidaria
1.274138,1.297275,Arthropoda
22.702412,0.030534,Arthropoda
17.961795,1.356829,Arthropoda
6.955228,0.262550,Arthropoda
16.623147,1.580932,Arthropoda
22.047363,0.486839,Arthropoda
1.286542,1.284967,Arthropoda
27.575262,1.952064,Arthropoda
9.015705,0.145299,Arthropoda
8.211354,0.149946,Arthropoda
1.414333,1.244881,Arthropoda
5.079253,0.128093,Cnidaria
26.691360,2.470079,Arthropoda
4.139917,0.472186,Cnidaria
8.196877,0.022538,Arthropoda
8.601915,0.939171,Arthropoda
2.455581,0.158195,Cnidaria
9.410520,0.155545,Arthropoda
14.293190,0.516474,Arthropoda
2.354629,0.198994,Cnidaria
24.856911,0.423893,Arthropoda
28.454533,2.019537,Arthropoda
3.868682,0.061222,Cnidaria
9.511324,0.005175,Arthropoda
8.577458,0.973717,Arthropoda
5.450519,0.527534,Cnidaria
8.195086,0.132149,Arthropoda
5.102329,0.062898,Cnidaria
23.233027,0.409802,Arthropoda
2.816581,0.215252,Cnidaria
5.182016,0.116235,Cnidaria
5.172320,0.110239,Cnidaria
4.906557,0.301838,Cnidaria
10.250924,0.002537,Arthropoda
2.816581,0.215252,Cnidaria
24.645705,0.653432,Arthropoda
3.064085,0.094232,Cnidaria
15.402121,0.239459,Arthropoda
5.128834,0.071701,Cnidaria
24.515308,0.924854,Arthropoda
4.946818,0.257212,Cnidaria
9.557323,0.030303,Arthropoda
4.003095,0.252676,Cnidaria
5.179582,0.124182,Cnidaria
4.979273,0.218012,Cnidaria
3.064085,0.094232,Cnidaria
21.305721,0.191199,Arthropoda
4.152629,0.473318,Cnidaria
10.450305,0.040098,Arthropoda
2.354629,0.198994,Cnidaria
4.792251,0.427111,Cnidaria
14.516540,0.718072,Arthropoda
3.064085,0.094232,Cnidaria
14.846866,0.315977,Arthropoda
4.792251,0.427111,Cnidaria
9.365114,0.140380,Arthropoda
3.064085,0.094232,Cnidaria
14.525099,0.013963,Arthropoda
4.152629,0.473318,Cnidaria
14.384771,0.667496,Arthropoda
5.834392,0.707122,Arthropoda
3.064085,0.094232,Cnidaria
14.858130,0.088719,Arthropoda
5.152931,0.100182,Cnidaria
27.424582,2.126601,Arthropoda
14.249147,0.464877,Arthropoda
2.354629,0.198994,Cnidaria
9.991609,0.003938,Arthropoda
9.670730,0.002677,Arthropoda
3.064085,0.094232,Cnidaria
13.685616,1.496069,Arthropoda
5.035429,0.162916,Cnidaria
27.684855,1.716096,Arthropoda
2.354629,0.198994,Cnidaria
8.593441,0.954239,Arthropoda
26.474670,2.224554,Arthropoda
2.455581,0.158195,Cnidaria
23.357117,0.411572,Arthropoda
27.611245,1.584117,Arthropoda
2.816581,0.215252,Cnidaria
26.783404,2.497224,Arthropoda
8.789446,0.187026,Arthropoda
5.133885,0.052152,Cnidaria
9.463310,0.002090,Arthropoda
2.597395,0.044789,Cnidaria
9.971119,0.201589,Arthropoda
9.752945,0.095419,Arthropoda
2.354629,0.198994,Cnidaria
27.831863,1.841153,Arthropoda
4.752934,0.437220,Cnidaria
14.332572,0.596766,Arthropoda
5.605095,0.135567,Arthropoda
9.837615,0.128256,Arthropoda
1.639077,0.021458,Cnidaria
29.881563,2.210781,Arthropoda
2.354629,0.198994,Cnidaria
10.076344,1.213998,Arthropoda
8.722139,0.835026,Arthropoda
2.876515,0.275302,Cnidaria
9.414892,0.154256,Arthropoda
14.516275,0.009678,Arthropoda
2.876515,0.275302,Cnidaria
